DATE,QTY_B1_1,QTY_B1_2,QTY_B1_3,QTY_B1_4,QTY_B1_5,QTY_B1_6,QTY_B1_7,QTY_B1_8,QTY_B1_9,QTY_B1_10,QTY_B1_11,QTY_B1_12,QTY_B1_13,QTY_B1_14,QTY_B1_15,QTY_B1_16,QTY_B1_17,QTY_B1_18,QTY_B1_19,QTY_B1_20,QTY_B1_21,QTY_B1_22,QTY_B1_23,QTY_B1_24,QTY_B1_25,QTY_B1_26,QTY_B1_27,QTY_B1_28,QTY_B1_29,QTY_B1_30,QTY_B1_31,QTY_B1_32,QTY_B1_33,QTY_B1_34,QTY_B1_35,QTY_B1_36,QTY_B1_37,QTY_B1_38,QTY_B1_39,QTY_B1_40,QTY_B1_41,QTY_B1_42,QTY_B2_1,QTY_B2_2,QTY_B2_3,QTY_B2_4,QTY_B2_5,QTY_B2_6,QTY_B2_7,QTY_B2_8,QTY_B2_9,QTY_B2_10,QTY_B2_11,QTY_B2_12,QTY_B2_13,QTY_B2_14,QTY_B2_15,QTY_B2_16,QTY_B2_17,QTY_B2_18,QTY_B2_19,QTY_B2_20,QTY_B2_21,QTY_B2_22,QTY_B2_23,QTY_B2_24,QTY_B2_25,QTY_B2_26,QTY_B2_27,QTY_B2_28,QTY_B2_29,QTY_B2_30,QTY_B2_31,QTY_B2_32,QTY_B2_33,QTY_B2_34,QTY_B2_35,QTY_B2_36,QTY_B2_37,QTY_B2_38,QTY_B2_39,QTY_B2_40,QTY_B2_41,QTY_B2_42,QTY_B2_43,QTY_B2_44,QTY_B2_45,QTY_B3_1,QTY_B3_2,QTY_B3_3,QTY_B3_4,QTY_B3_5,QTY_B3_6,QTY_B3_7,QTY_B3_8,QTY_B3_9,QTY_B3_10,QTY_B3_11,QTY_B3_12,QTY_B3_13,QTY_B3_14,QTY_B3_15,QTY_B3_16,QTY_B3_17,QTY_B3_18,QTY_B3_19,QTY_B3_20,QTY_B3_21,QTY_B4_1,QTY_B4_2,QTY_B4_3,QTY_B4_4,QTY_B4_5,QTY_B4_6,QTY_B4_7,QTY_B4_8,QTY_B4_9,QTY_B4_10,PROMO_B1_1,PROMO_B1_2,PROMO_B1_3,PROMO_B1_4,PROMO_B1_5,PROMO_B1_6,PROMO_B1_7,PROMO_B1_8,PROMO_B1_9,PROMO_B1_10,PROMO_B1_11,PROMO_B1_12,PROMO_B1_13,PROMO_B1_14,PROMO_B1_15,PROMO_B1_16,PROMO_B1_17,PROMO_B1_18,PROMO_B1_19,PROMO_B1_20,PROMO_B1_21,PROMO_B1_22,PROMO_B1_23,PROMO_B1_24,PROMO_B1_25,PROMO_B1_26,PROMO_B1_27,PROMO_B1_28,PROMO_B1_29,PROMO_B1_30,PROMO_B1_31,PROMO_B1_32,PROMO_B1_33,PROMO_B1_34,PROMO_B1_35,PROMO_B1_36,PROMO_B1_37,PROMO_B1_38,PROMO_B1_39,PROMO_B1_40,PROMO_B1_41,PROMO_B1_42,PROMO_B2_1,PROMO_B2_2,PROMO_B2_3,PROMO_B2_4,PROMO_B2_5,PROMO_B2_6,PROMO_B2_7,PROMO_B2_8,PROMO_B2_9,PROMO_B2_10,PROMO_B2_11,PROMO_B2_12,PROMO_B2_13,PROMO_B2_14,PROMO_B2_15,PROMO_B2_16,PROMO_B2_17,PROMO_B2_18,PROMO_B2_19,PROMO_B2_20,PROMO_B2_21,PROMO_B2_22,PROMO_B2_23,PROMO_B2_24,PROMO_B2_25,PROMO_B2_26,PROMO_B2_27,PROMO_B2_28,PROMO_B2_29,PROMO_B2_30,PROMO_B2_31,PROMO_B2_32,PROMO_B2_33,PROMO_B2_34,PROMO_B2_35,PROMO_B2_36,PROMO_B2_37,PROMO_B2_38,PROMO_B2_39,PROMO_B2_40,PROMO_B2_41,PROMO_B2_42,PROMO_B2_43,PROMO_B2_44,PROMO_B2_45,PROMO_B3_1,PROMO_B3_2,PROMO_B3_3,PROMO_B3_4,PROMO_B3_5,PROMO_B3_6,PROMO_B3_7,PROMO_B3_8,PROMO_B3_9,PROMO_B3_10,PROMO_B3_11,PROMO_B3_12,PROMO_B3_13,PROMO_B3_14,PROMO_B3_15,PROMO_B3_16,PROMO_B3_17,PROMO_B3_18,PROMO_B3_19,PROMO_B3_20,PROMO_B3_21,PROMO_B4_1,PROMO_B4_2,PROMO_B4_3,PROMO_B4_4,PROMO_B4_5,PROMO_B4_6,PROMO_B4_7,PROMO_B4_8,PROMO_B4_9,PROMO_B4_10,total_sales,total_sales_brand_1,total_sales_brand_2,total_sales_brand_3,total_sales_brand_4,promotion_times_brand_1,promotion_times_brand_2,promotion_times_brand_3,promotion_times_brand_4
2016/8/9,2,2,4,0,1,4,3,2,0,0,4,22,0,5,3,1,1,1,6,5,2,3,4,0,9,1,1,3,3,1,1,11,1,2,10,1,10,0,15,2,8,2,0,3,3,14,6,1,2,3,3,1,0,2,3,2,7,0,0,5,0,0,0,0,1,1,1,2,14,13,6,5,3,0,3,5,4,13,13,3,4,1,1,0,2,7,0,2,2,0,4,3,2,0,9,16,6,5,6,0,0,4,3,2,5,1,1,11,3,1,1,0,4,0,0,4,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,421,156,157,82,26,5,32,17,0
2016/8/10,9,1,0,0,1,2,2,1,1,3,0,22,3,4,0,1,3,2,0,5,0,1,1,2,7,0,0,1,2,0,5,11,0,0,0,0,15,2,15,2,3,4,0,2,4,11,2,3,2,0,6,1,0,3,1,2,9,0,2,1,1,0,2,2,2,1,2,5,7,14,7,2,0,4,1,1,6,5,10,4,2,0,0,0,1,3,0,0,1,0,4,6,0,2,3,5,5,2,2,4,1,4,7,11,2,16,11,2,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,357,131,131,88,7,3,32,18,0
2016/8/11,10,1,1,1,1,3,1,1,0,4,1,20,2,4,4,2,4,5,11,9,1,3,4,2,9,3,4,1,1,5,1,21,2,0,3,3,9,1,6,2,4,5,0,0,2,3,10,2,8,4,5,0,1,0,3,2,7,0,2,5,0,0,4,2,2,0,1,4,1,7,1,3,4,2,3,2,1,5,6,3,2,0,0,1,2,1,1,0,0,0,1,2,0,0,2,0,6,0,1,1,2,0,2,0,0,0,0,0,1,0,1,0,0,1,0,4,8,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,175,112,17,17,11,33,2,0
2016/8/12,3,0,5,1,2,2,0,1,7,0,1,28,2,4,1,0,1,0,0,9,4,6,0,4,1,2,2,1,2,0,11,10,1,1,0,3,17,0,20,3,2,5,0,4,0,10,2,15,12,1,4,0,0,1,4,3,12,0,3,10,0,0,2,2,8,0,7,3,2,11,2,4,4,1,2,2,9,5,8,8,6,5,0,3,1,8,0,1,0,1,4,2,0,0,3,1,0,0,2,0,1,1,0,2,1,5,1,0,6,0,2,1,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,387,162,184,25,16,5,33,3,0
2016/8/13,5,1,0,1,5,0,10,1,1,6,4,35,5,4,4,2,0,5,3,6,2,4,3,4,7,2,1,0,1,2,13,17,0,1,4,1,5,2,11,2,1,5,0,0,2,8,2,7,9,0,7,1,0,0,1,3,11,1,5,14,0,0,5,1,3,4,3,10,6,11,4,7,5,1,3,4,4,6,17,0,11,1,3,1,5,17,1,2,1,2,0,3,2,2,2,4,2,2,1,0,4,3,3,6,1,1,0,0,13,1,2,0,0,0,1,0,1,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,186,204,41,22,11,36,2,0
2016/8/14,4,1,2,4,2,0,2,0,9,1,0,12,4,3,1,1,0,3,5,6,0,0,7,1,5,0,4,0,0,4,5,12,0,1,5,2,14,2,9,4,6,5,2,3,0,6,6,5,4,2,3,1,0,2,3,1,8,0,1,0,0,0,1,0,0,0,0,1,2,17,2,0,3,0,2,1,3,9,3,2,3,0,0,0,2,3,0,0,0,0,0,3,0,0,2,1,1,0,1,0,0,3,1,0,1,0,0,1,13,0,10,0,0,0,3,3,3,12,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,146,101,14,44,11,26,2,0
2016/8/15,4,1,2,4,2,0,2,0,9,1,0,12,4,3,1,1,0,3,5,6,0,0,7,1,5,0,4,0,0,4,5,12,0,1,5,2,14,2,9,4,6,5,2,3,0,6,6,5,4,2,3,1,0,2,3,1,8,0,1,0,0,0,1,0,0,0,0,1,2,17,2,0,3,0,2,1,3,9,3,2,3,0,0,0,2,3,0,0,0,0,0,3,0,0,2,1,1,0,1,0,0,3,1,0,1,0,0,1,13,0,10,0,0,0,3,3,3,12,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,146,101,14,44,11,26,2,0
2016/8/16,5,2,1,0,0,0,6,3,9,1,0,10,0,4,2,0,2,0,5,16,3,6,3,4,4,1,0,2,1,1,3,15,0,0,2,0,8,1,6,0,10,8,0,2,0,10,3,5,1,0,2,2,0,1,2,2,11,0,0,0,0,3,4,2,1,0,0,2,2,4,1,3,1,1,2,0,4,0,4,2,4,1,1,0,2,2,1,0,1,2,0,0,0,1,0,0,2,0,0,0,0,1,3,0,0,2,2,0,1,2,1,1,0,4,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,261,144,88,14,15,7,28,1,0
2016/8/17,3,0,0,3,5,3,6,0,0,5,7,17,2,1,0,4,0,1,3,6,0,3,3,0,7,0,2,2,2,5,2,11,0,2,3,4,4,0,7,1,4,3,1,0,0,7,3,5,0,1,1,1,0,0,2,2,12,0,1,4,0,0,2,3,0,1,2,1,3,5,2,2,3,0,5,1,4,1,6,5,3,2,0,2,4,0,0,0,1,0,0,1,1,1,1,0,0,0,7,3,1,0,2,2,0,1,2,0,4,0,4,0,1,2,0,6,5,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,279,131,97,23,28,10,31,3,0
2016/8/18,0,0,0,0,0,2,4,0,0,1,3,16,4,0,0,1,0,4,2,11,3,1,1,0,2,0,0,1,1,3,2,17,0,2,8,3,25,0,5,1,3,3,2,0,1,4,3,0,5,3,0,6,0,1,2,0,10,2,2,0,0,0,0,2,1,0,4,3,0,7,1,2,1,2,3,1,7,2,3,1,1,1,0,1,0,1,0,0,4,1,0,0,1,0,1,1,0,0,0,2,0,1,2,1,2,0,0,0,11,3,4,0,1,0,1,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,129,85,16,24,8,29,1,0
2016/8/19,3,0,2,2,4,1,2,0,2,3,1,19,4,6,0,1,0,5,1,6,2,1,1,2,7,1,0,0,1,1,6,25,0,0,3,1,7,0,4,0,3,7,0,0,1,14,0,6,9,1,0,2,0,0,4,1,18,1,0,3,0,0,2,4,5,2,1,7,3,10,6,0,1,6,7,4,10,3,8,4,5,2,0,1,2,5,0,0,2,0,3,0,0,0,2,1,1,0,2,0,1,2,5,7,0,1,0,0,12,1,2,0,0,0,4,7,2,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,134,158,27,33,9,33,1,0
2016/8/20,2,2,2,1,3,0,3,1,3,1,5,18,1,4,2,0,2,9,2,5,0,0,2,1,7,2,0,1,1,7,6,27,0,1,4,4,9,0,10,1,3,4,0,1,0,17,7,5,5,4,2,4,0,0,5,0,13,1,3,15,1,2,4,2,5,1,4,9,3,14,1,6,1,5,2,3,7,3,11,4,5,2,0,2,4,4,2,0,1,1,4,0,0,2,2,1,1,0,0,1,0,2,4,7,0,1,0,0,0,1,2,2,1,0,1,1,3,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,156,189,27,14,11,35,1,0
2016/8/21,1,1,0,0,0,2,4,1,3,0,1,7,2,0,0,0,0,2,3,1,0,0,0,1,5,1,0,3,0,5,1,12,0,0,2,2,10,0,6,1,4,7,0,2,3,8,1,1,3,0,1,1,1,0,0,1,9,1,1,2,0,0,1,0,0,3,0,2,3,7,3,0,1,0,1,2,1,4,3,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,2,0,2,0,2,3,1,0,0,1,1,0,2,0,1,1,4,3,4,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,88,70,17,27,8,25,1,0
2016/8/22,1,3,3,1,4,0,5,0,3,3,1,13,4,3,6,2,0,1,0,7,0,0,2,0,8,0,0,0,1,2,5,16,0,2,5,1,6,0,4,1,6,7,3,6,1,9,3,2,8,2,4,3,0,3,1,2,16,0,2,2,1,0,1,4,1,0,1,2,2,24,4,4,3,0,3,5,2,2,2,2,7,0,3,2,0,7,0,0,1,2,2,2,1,0,2,0,1,0,5,0,0,1,2,3,0,0,0,2,6,1,8,2,1,0,3,4,3,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,126,149,24,31,10,33,1,0
2016/8/23,5,1,1,1,2,1,5,1,2,1,1,11,1,0,0,3,2,8,7,8,2,1,3,0,9,3,0,3,1,0,2,16,0,1,6,2,15,1,1,1,5,5,0,3,1,10,0,2,1,0,2,1,0,2,5,5,14,0,0,3,0,0,2,1,0,5,1,1,2,9,6,0,5,2,5,1,7,9,9,4,6,2,1,0,1,4,0,4,1,0,0,1,0,0,3,0,1,0,2,1,0,0,1,1,1,0,0,0,2,0,4,0,3,3,0,1,3,8,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,138,132,16,24,9,31,3,0
2016/8/24,4,2,1,3,1,2,1,1,4,1,0,14,3,3,2,1,1,1,2,12,0,1,2,2,8,1,1,4,1,2,2,12,1,1,3,2,15,0,5,1,7,4,0,1,1,17,3,5,1,2,3,2,0,0,2,0,8,1,4,3,0,0,0,1,3,3,0,7,3,14,4,2,0,5,2,0,2,0,7,0,7,5,2,1,3,11,1,0,4,1,0,0,0,1,4,0,0,1,4,1,4,3,4,5,0,2,1,0,1,2,4,2,0,1,3,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,322,134,136,35,17,10,31,3,0
2016/8/25,1,3,1,3,3,0,1,1,3,2,4,11,1,1,4,2,0,6,7,9,0,4,1,1,3,3,4,2,0,1,2,8,0,3,6,2,9,0,4,2,1,8,1,1,1,16,0,4,3,3,0,3,0,0,3,1,18,1,1,6,0,0,1,2,0,2,0,1,0,5,3,4,4,1,0,2,3,2,7,3,8,0,1,0,1,4,0,0,1,2,1,0,1,0,1,0,0,1,0,0,0,0,2,0,1,2,0,1,0,1,6,0,1,0,2,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,127,116,13,18,5,30,0,0
2016/8/26,1,3,2,1,7,4,4,1,4,2,1,17,1,1,2,1,3,2,4,7,1,3,1,2,14,1,2,0,1,0,3,17,4,5,3,1,13,5,2,2,6,5,0,0,2,10,1,2,6,5,3,0,0,0,6,1,18,3,3,4,1,0,4,1,1,2,4,3,2,8,3,2,3,2,2,11,0,5,7,8,5,3,2,2,2,7,2,1,1,0,0,1,1,0,1,2,2,0,2,0,0,3,1,0,0,0,1,0,0,2,3,0,0,0,7,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349,159,156,16,18,5,36,3,0
2016/8/27,4,1,1,1,6,0,2,1,2,4,1,23,3,3,2,1,0,0,2,10,0,0,0,3,6,2,1,1,2,4,2,19,0,3,1,1,13,2,8,0,3,2,2,0,3,16,6,0,6,3,4,3,0,0,5,3,17,2,3,5,0,0,4,0,2,0,3,3,2,20,6,2,4,1,2,3,6,1,8,3,6,2,1,1,4,2,0,2,1,3,0,3,0,0,2,1,1,1,0,0,2,0,11,4,0,2,0,0,3,3,1,0,2,1,0,2,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,140,164,33,19,5,35,1,0
2016/8/28,3,0,0,2,0,2,3,0,0,0,3,16,1,0,2,1,0,2,4,5,1,2,0,0,1,1,2,0,2,0,4,8,0,0,6,0,7,0,2,0,2,2,1,2,0,13,1,2,3,0,1,0,0,2,6,1,12,2,3,1,0,2,2,0,2,0,0,2,0,5,4,3,3,0,3,6,0,2,9,6,6,0,3,0,7,1,2,0,1,8,2,0,0,0,1,0,0,3,2,0,1,0,1,5,1,1,1,1,5,1,4,1,1,2,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250,84,118,28,20,5,27,2,0
2016/8/29,3,2,0,1,2,0,5,2,2,2,5,13,0,1,0,2,0,3,2,17,1,0,4,1,10,2,0,1,1,0,1,9,2,1,5,3,6,0,5,0,6,0,0,0,0,9,1,1,8,1,3,3,0,0,4,7,16,0,0,6,0,0,2,1,5,2,0,4,2,8,1,2,5,0,2,3,1,3,4,1,7,3,2,0,0,0,0,1,1,6,1,2,0,0,3,0,2,3,5,0,3,0,6,6,0,2,2,1,8,7,0,0,9,2,9,4,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,335,120,117,44,54,5,30,3,0
2016/8/30,2,4,1,2,3,2,6,1,4,0,3,29,0,3,0,3,3,0,6,2,0,3,2,0,10,1,3,0,1,2,3,2,1,3,7,3,16,0,4,1,9,6,0,1,3,14,6,4,10,2,2,1,1,1,1,2,10,1,3,3,0,1,1,4,2,4,0,4,0,19,4,0,2,1,2,6,1,4,3,5,1,1,2,1,3,12,0,1,1,6,2,2,0,1,3,1,2,7,0,0,2,4,3,1,0,1,0,3,2,0,0,0,0,0,0,2,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,151,148,40,16,5,35,1,0
2016/8/31,1,1,2,1,1,1,2,1,2,2,1,10,4,1,2,1,0,2,6,9,0,6,1,2,6,1,2,2,1,3,8,3,0,2,8,2,1,0,4,4,8,2,0,1,3,22,6,4,7,0,4,5,1,0,1,3,6,2,2,6,0,0,1,2,0,2,1,2,2,13,3,4,3,1,1,2,0,9,6,2,8,1,2,1,1,0,0,1,0,1,1,2,0,0,2,2,2,3,1,0,3,1,2,6,1,0,0,0,0,5,4,0,0,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,116,140,28,16,5,34,2,0
